,type_of_renewable_energy,installed_capacity_mw,energy_production_mwh,energy_consumption_mwh,energy_storage_capacity_mwh,storage_efficiency_percentage,grid_integration_level,initial_investment_usd,funding_sources,financial_incentives_usd,ghg_emission_reduction_tco2e,air_pollution_reduction_index,jobs_created
13660,Tidal,341.0876095,231342.9435,258703.6275,9659.634187,96.87936462,Minimal Integration,254663370.6,Private,13281848.13,34613.12193,91.82611606,2592
13661,Wind,304.2060697,356762.458,417869.809,1118.096342,62.54927139,Fully Integrated,434027092.6,Private,6598150.746,12461.94011,96.98956116,4959
13662,Hydroelectric,563.1463963,488234.7116,54949.84991,809.029367,52.52845889,Fully Integrated,28000108.52,Public-Private Partnership,9101723.11,28133.94921,11.1077361,4223
13663,Hydroelectric,791.2467282,159471.7432,335847.9861,6691.728883,91.14249303,Partially Integrated,462235988.8,Government,19128021.37,29528.62714,28.34359047,693
13664,Biomass,866.7775299,364069.0594,447449.1629,1314.165705,95.75866286,Fully Integrated,43093328.88,Government,13486881.38,35410.83331,3.788858687,4035
13665,Hydroelectric,803.1247438,193731.6738,363023.076,2297.772119,66.15446704,Fully Integrated,241488875.0,Public-Private Partnership,18269963.52,12650.79844,91.48488243,4239
13666,Wave,46.30016717,84558.45863,314000.4521,3172.079257,98.93972277,Partially Integrated,257872989.4,Public-Private Partnership,5508190.515,28465.38403,21.70113505,2784
13667,Geothermal,514.0858635,310803.3594,401149.377,2082.201854,79.43100702,Fully Integrated,401570315.0,Public-Private Partnership,4840214.79,3472.262301,39.46464741,3757
13668,Solar,894.4091424,472944.6906,376618.5037,2378.724953,68.13623551,Minimal Integration,359780425.3,Private,12455268.44,35416.18581,60.13184151,3634
13669,Biomass,482.6712877,159418.9279,381282.3223,2598.68478,78.07847001,Isolated Microgrid,353117808.9,Private,16237979.88,29337.13503,53.87868445,2681
13670,Tidal,4.252024705,109777.5498,430899.0974,2232.219458,89.77416008,Fully Integrated,27372291.72,Private,4352197.699,10341.06608,98.76223586,4283
13671,Tidal,405.03694,143122.5316,351509.5925,7744.120642,75.1882572,Partially Integrated,293421615.1,Private,11377104.91,47771.22906,40.79811749,3618
13672,Biomass,333.1127282,68129.15188,30304.47942,1629.062372,69.84925777,Partially Integrated,53486193.44,Private,15028442.9,29700.25717,60.2281539,4780
13673,Biomass,245.4772738,326758.8383,28701.83538,5106.764563,58.98960707,Partially Integrated,164534278.8,Private,4517375.333,5226.999988,90.8256857,4464
13674,Solar,355.2580195,240580.1386,357467.3565,2118.380116,94.5193586,Isolated Microgrid,385500935.2,Government,12453772.64,44124.54055,48.91135058,3408
13675,Geothermal,986.1351201,203972.0455,119530.5983,189.7693677,69.84563216,Fully Integrated,424189702.7,Government,7143164.392,29003.85947,84.18649466,594
13676,Wind,913.0630532,135336.6979,448632.4398,351.8853861,53.13878265,Partially Integrated,208330942.7,Public-Private Partnership,16338165.05,35125.49372,97.4875489,2746
13677,Wind,200.5774361,257090.0825,446782.8249,7153.168256,86.86779932,Minimal Integration,367782198.9,Government,1589729.886,25836.26016,2.910728463,3362
13678,Biomass,573.9417991,210069.7721,23483.79612,6714.792915,78.57845431,Minimal Integration,202648316.5,Public-Private Partnership,4245718.714,27470.79549,51.08758558,4147
13679,Biomass,232.7587922,306173.3677,233247.1913,7769.928855,81.68534789,Partially Integrated,153241905.0,Government,13663209.68,22209.66777,26.98555452,2638
13680,Geothermal,576.8829381,430288.213,56203.2159,15.75203467,97.41230112,Fully Integrated,212082107.4,Private,1078231.388,4539.679637,93.1500706,4087
13681,Solar,174.5274059,442693.5983,1334.870568,8158.979067,96.89593959,Partially Integrated,489730316.8,Public-Private Partnership,1016720.212,24986.54786,33.26896605,3121
13682,Wind,188.5690449,358711.0362,115075.6009,9773.386163,75.42237425,Isolated Microgrid,143275639.1,Government,14145912.84,25255.09203,27.11565623,4331
13683,Hydroelectric,728.1823484,172410.8688,440347.3206,8022.960462,81.05600073,Fully Integrated,341655276.0,Government,1085139.103,35868.8272,39.39768233,1855
13684,Tidal,727.4771095,324682.8314,332256.3819,5684.618678,72.12655255,Partially Integrated,355973893.6,Public-Private Partnership,7955266.634,23715.85475,27.2461185,2604
13685,Biomass,934.2172328,133154.1085,140984.7377,1903.158383,74.11858552,Isolated Microgrid,221176209.1,Government,8521297.228,25936.62468,58.04647086,4509
13686,Wind,533.7382571,165570.1511,19071.387,2015.419259,54.96181117,Isolated Microgrid,133241217.1,Government,15972696.15,30991.35946,64.61091864,237
13687,Solar,656.1530082,276253.0411,348630.604,1755.702825,75.61093335,Fully Integrated,321891629.9,Public-Private Partnership,5433288.32,21254.60542,7.112489606,3581
13688,Biomass,657.4139773,237364.0948,272299.0006,8047.767136,54.44473558,Minimal Integration,215390334.5,Public-Private Partnership,10021725.35,20539.11541,16.04352696,4070
13689,Biomass,487.0269781,424610.4137,328044.76,5341.085739,89.06464367,Isolated Microgrid,15965210.51,Public-Private Partnership,2842031.138,14790.25296,84.11926682,198
13690,Wind,306.1542724,125659.3767,70892.93914,8877.746175,74.50178078,Minimal Integration,22044322.29,Private,1180005.22,32290.22616,24.49465873,2696
13691,Wave,533.9054655,482133.6966,443104.531,2839.936679,53.87628352,Partially Integrated,190312558.7,Public-Private Partnership,4532682.022,27084.28068,57.68450327,232
13692,Geothermal,133.6729113,284941.7049,248166.2195,2838.386991,70.3536438,Fully Integrated,352503208.0,Public-Private Partnership,5511452.755,12561.21069,86.7383155,3077
13693,Wind,364.5512724,274541.1022,371984.0001,1820.257094,69.33266174,Fully Integrated,181304756.3,Private,12654308.35,39224.68874,63.4387768,1052
13694,Solar,931.9357877,224897.1543,63778.16209,2373.76808,86.74719523,Fully Integrated,25849924.29,Government,13842817.65,16625.12621,15.07627758,1860
13695,Geothermal,777.623071,283295.3585,48249.07435,2579.655012,53.560507,Minimal Integration,180676537.2,Government,8809668.687,14146.47833,98.42031856,1245
13696,Geothermal,46.03845728,91573.84243,132820.9355,9697.264207,90.42815373,Minimal Integration,113050083.8,Private,4628878.827,45329.68523,48.9470723,315
13697,Solar,617.3679624,435066.2991,205297.0599,6371.140566,82.13453182,Isolated Microgrid,55870646.24,Public-Private Partnership,1774773.239,42818.24865,46.67090247,4821
13698,Hydroelectric,648.8707431,164434.4618,316577.5159,2092.048415,89.66154915,Isolated Microgrid,238742882.0,Private,15984010.55,28299.13454,44.72088757,2167
13699,Solar,985.446175,93846.52025,34665.2384,5905.007806,89.78377344,Minimal Integration,56084233.46,Private,16015395.43,9677.031705,78.67090212,3297
13700,Hydroelectric,622.464839,40335.80744,394249.8943,7091.19758,65.23393133,Fully Integrated,355102134.2,Private,18763373.7,8774.213607,34.99175852,3073
13701,Hydroelectric,824.7148799,351637.2571,331105.6843,1650.993859,75.77341526,Fully Integrated,239613757.7,Government,13332555.78,474.6016858,75.67037116,4685
13702,Hydroelectric,455.9342752,273966.7181,43064.969,3010.187186,81.61778697,Minimal Integration,252425663.4,Government,17778304.34,1890.138629,87.9968502,1644
13703,Wave,283.3301929,60698.18274,386623.836,4379.014813,59.50574033,Partially Integrated,364275729.9,Public-Private Partnership,14551448.12,33486.07334,96.50809336,2200
13704,Tidal,395.6335443,332490.4812,371895.8007,7356.380932,74.15908976,Fully Integrated,54249414.01,Government,8161985.803,7040.227926,36.89583618,4858
13705,Hydroelectric,587.4853272,337309.2796,165410.6361,8643.678936,69.52584487,Isolated Microgrid,29211838.0,Government,17438701.55,31631.33458,73.04187207,4886
13706,Wind,872.3943393,214966.2048,121679.6812,6695.75088,67.61469396,Fully Integrated,385352060.9,Public-Private Partnership,14975791.47,11414.62694,90.06557658,172
13707,Wind,515.7553002,490765.2713,443014.9989,3715.288426,78.52464571,Partially Integrated,38557796.09,Public-Private Partnership,16684254.29,22438.57097,87.06896777,4435
13708,Hydroelectric,315.7541889,430829.4614,99047.58454,278.1381136,88.27531278,Partially Integrated,292870657.9,Private,4018994.739,45903.56059,29.00306503,3259
13709,Hydroelectric,815.973974,51045.26336,317243.255,2309.108577,86.74299109,Fully Integrated,197636592.4,Private,7288792.162,23129.26634,42.07922075,4422
13710,Wave,347.566808,179984.312,57209.05747,2099.430101,92.95969114,Isolated Microgrid,235490615.8,Government,19662981.81,25277.81674,23.62588854,1444
13711,Geothermal,628.8500906,108289.5435,46721.56529,6935.471638,98.98248601,Minimal Integration,235147997.9,Public-Private Partnership,7963149.523,43208.27358,39.82850586,2952
13712,Biomass,631.2487208,459138.8181,386559.266,4537.784781,88.16396224,Fully Integrated,185631453.5,Government,13184083.65,39965.0168,82.49395294,4588
13713,Geothermal,558.5433866,162220.4044,175508.8997,2894.941152,50.52810016,Fully Integrated,201645243.9,Private,670437.125,46757.42724,27.57767516,2700
13714,Tidal,533.6222716,39170.6264,105772.8412,4970.339598,84.77242736,Minimal Integration,289569069.7,Private,6634104.701,12571.59005,4.282700423,3848
13715,Solar,541.3428047,321848.0218,272587.7637,9216.246447,50.92838525,Minimal Integration,324389440.2,Government,15894039.69,26796.99659,85.10010764,4631
13716,Hydroelectric,990.5080798,169824.1424,5733.879723,2659.858007,67.66154209,Minimal Integration,60282863.12,Public-Private Partnership,14260064.64,48058.80165,97.59860819,1759
13717,Wind,818.1971482,444000.9665,147669.6673,7744.909216,52.5694844,Partially Integrated,450140881.7,Private,8451229.645,25044.6062,12.86438578,418
13718,Solar,180.5921553,43172.34113,318366.7538,4530.499391,73.15012143,Fully Integrated,275251896.8,Private,11616902.93,49663.1031,52.57839527,349
13719,Solar,563.631221,56336.48735,149275.5953,3524.548604,51.04480191,Fully Integrated,255242978.0,Government,8548880.635,25732.32822,2.771183875,454
13720,Geothermal,868.7161106,125794.0004,117122.3609,2181.408884,79.36472574,Partially Integrated,147735909.1,Private,10399586.12,46403.84749,44.34020415,1015
13721,Hydroelectric,312.9353094,194536.1992,392940.9469,8145.557994,50.1099322,Fully Integrated,346547240.6,Public-Private Partnership,14389215.35,4533.531709,88.04191054,3805
13722,Biomass,26.57636204,469972.43,376500.0758,9912.610179,75.62569642,Partially Integrated,360571002.4,Private,1761836.459,40963.22523,28.58357425,3377
13723,Hydroelectric,649.4191577,403242.2769,66503.47382,6971.082735,61.20980486,Partially Integrated,131086456.3,Public-Private Partnership,12378538.43,4137.636736,44.75902874,3801
13724,Solar,709.112495,137704.9943,306239.8135,7353.131867,55.61729813,Minimal Integration,186201575.7,Private,19050474.56,11957.93775,69.18680799,3762
13725,Geothermal,946.799339,276739.7002,276800.606,6771.242086,75.67004116,Isolated Microgrid,130121925.3,Government,12905115.9,24168.61542,55.613828,4439
13726,Geothermal,228.9338861,402385.7563,233440.5401,412.7272866,55.19037715,Minimal Integration,401680598.5,Government,18856761.59,36281.35147,84.56876393,693
13727,Wind,380.9806691,153955.6407,411131.6327,2941.837647,89.91659424,Fully Integrated,294928602.8,Government,3763431.675,32406.2749,72.93175798,3279
13728,Wind,534.3896704,449344.006,17098.81864,6447.078977,98.91330965,Partially Integrated,71750491.35,Government,18899277.97,28482.08455,9.406869112,4753
13729,Solar,735.0683187,128728.0412,280925.8285,1445.169102,52.21866216,Partially Integrated,48811364.52,Private,18794772.18,2583.399608,60.38433062,3919
13730,Biomass,551.9258611,21356.2375,38719.79872,4700.545615,83.55142188,Minimal Integration,399247141.3,Government,4897555.752,20543.67439,21.52046275,3138
13731,Hydroelectric,379.4069319,276023.1119,218694.502,9662.02447,81.94093328,Partially Integrated,8998488.864,Public-Private Partnership,14406113.28,28092.78466,45.52164223,3487
13732,Solar,511.6310017,15303.87076,210547.6085,5730.503817,98.154197,Fully Integrated,498016982.9,Private,17165747.32,3058.702428,18.77839505,3430
13733,Biomass,614.6150015,295471.213,440520.347,2737.792756,71.60332585,Minimal Integration,297690075.9,Public-Private Partnership,14515472.65,6623.336759,9.291531857,508
13734,Wind,613.3887441,407283.452,382025.249,6789.915116,60.19632412,Partially Integrated,31012829.14,Government,19553996.22,5379.815132,23.28978407,3470
13735,Biomass,266.8160941,450451.9062,233906.6963,6033.371774,97.88523868,Isolated Microgrid,5971661.619,Private,19761151.05,22405.42888,58.2278404,4281
13736,Tidal,868.2150369,206016.7113,97458.86477,8125.975825,72.89135975,Minimal Integration,205084657.1,Government,12318853.77,21103.65218,15.92345974,884
13737,Geothermal,264.3977057,35933.37296,380257.3398,1499.978119,59.32945035,Fully Integrated,121804332.7,Private,5825835.296,31217.85199,10.81332956,4021
13738,Geothermal,441.8315993,418294.4574,227673.7502,9593.149327,59.13690945,Partially Integrated,456346603.8,Public-Private Partnership,12884319.19,17716.15245,80.11499982,4358
13739,Geothermal,568.2755354,240396.9297,47012.2973,5732.303433,79.6474587,Fully Integrated,304427284.4,Public-Private Partnership,7478455.707,20418.8188,37.89954466,2449
13740,Biomass,286.2630838,457498.2863,282723.5292,4405.54987,50.16948598,Fully Integrated,296966369.0,Government,10957982.01,23753.94784,82.32915442,1331
13741,Wind,775.0708621,32219.66384,34364.15191,4924.407472,71.254884,Partially Integrated,353801270.8,Government,4567030.233,39443.65914,34.4479578,1976
13742,Wave,529.0807537,362779.8122,317640.118,5143.208484,86.15287319,Fully Integrated,257231295.7,Government,4351866.629,8446.300262,81.41140065,3408
13743,Hydroelectric,692.6034757,14437.55338,6321.251586,3293.490065,96.63923982,Partially Integrated,402996507.8,Government,14596259.4,21400.68487,38.24922599,4480
13744,Hydroelectric,931.2897944,474524.0453,311391.5082,6958.986281,64.23696908,Minimal Integration,153536124.4,Public-Private Partnership,10672810.93,37373.76369,67.75682593,843
13745,Hydroelectric,403.3703475,243416.0774,353266.494,4932.30661,88.95701224,Minimal Integration,98477382.33,Government,19665870.69,10748.09877,77.4061961,1346
13746,Wind,697.0878732,405366.9938,166418.3217,5232.203751,83.38550617,Partially Integrated,95140215.85,Public-Private Partnership,16546459.66,13084.57325,53.3282099,4195
13747,Wind,695.8689989,430504.4515,417417.4868,4586.367356,72.17460549,Fully Integrated,449046047.2,Government,9930575.24,9445.134702,7.172119078,2080
13748,Geothermal,284.7960323,69545.54203,222587.4848,568.5056732,97.01884934,Fully Integrated,122912359.5,Private,4727388.07,6368.726736,8.423183353,4859
13749,Geothermal,977.5194666,487545.4844,433206.2344,2947.239408,99.56213303,Minimal Integration,346684491.4,Private,4381436.318,34806.29966,3.276707042,900
13750,Biomass,273.4445007,155592.0484,270749.1736,6897.133292,84.46611662,Fully Integrated,479306502.2,Public-Private Partnership,15062926.12,38630.5743,92.67835772,4264
13751,Tidal,23.15188319,157465.8974,56810.11414,9063.329541,59.90752877,Fully Integrated,47740538.86,Government,8539477.386,36076.32184,92.42808932,4468
13752,Wind,423.7632451,4164.055594,16700.17214,6501.756957,62.2619199,Minimal Integration,424029251.6,Government,17638546.92,39580.96071,12.35241789,2711
13753,Wave,890.9969414,7518.830846,203365.2485,7529.856906,50.48890826,Minimal Integration,258957017.1,Public-Private Partnership,18047583.26,16233.31971,12.18577295,559
13754,Hydroelectric,413.5007697,162118.3371,338654.168,4775.145847,64.5096073,Partially Integrated,241546571.5,Public-Private Partnership,11386552.65,16032.51381,74.09246111,1988
13755,Solar,88.55519991,412239.7861,221741.9565,573.0553748,83.36130106,Isolated Microgrid,186760056.2,Public-Private Partnership,11917060.83,35734.83659,61.69096702,2712
13756,Wind,954.3145886,413629.82,180583.327,7039.362078,55.53205648,Fully Integrated,388802512.0,Public-Private Partnership,8888081.158,39517.03748,24.47752481,247
13757,Wind,534.1906583,182709.7707,11042.49645,179.6779832,63.31936649,Isolated Microgrid,420368963.6,Government,3619699.214,9035.860206,56.93448273,3046
13758,Geothermal,647.8999845,4656.978779,228288.3939,1017.225139,85.61423588,Minimal Integration,63802788.37,Private,17895918.21,1573.467386,1.573170078,2462
13759,Biomass,544.0411068,274280.3146,85614.1776,8285.949896,82.82987803,Minimal Integration,130595065.7,Government,8279085.553,2863.978868,94.69124497,1449
13760,Solar,730.1594538,249543.6605,200935.1658,3669.223235,84.93697119,Isolated Microgrid,231652201.3,Public-Private Partnership,869029.656,33273.78234,52.27880882,2179
13761,Solar,437.7395032,390676.131,190705.5588,401.3795982,74.71910504,Isolated Microgrid,254554764.5,Private,10848853.29,14139.86898,80.99508612,4218
13762,Wave,671.4109637,155645.6736,314901.5747,315.3561998,53.74058396,Fully Integrated,57154116.06,Government,11654712.87,12478.00443,46.18895145,334
13763,Wave,328.0571898,79206.54508,431482.7461,7577.527079,96.81569599,Minimal Integration,482590290.4,Private,11216072.36,4330.582407,83.30448479,1571
13764,Geothermal,320.4650879,367593.4544,211885.9569,5398.215056,95.94114123,Partially Integrated,86545768.24,Government,15222525.7,38202.95651,31.70215112,3205
13765,Wave,136.004447,290409.4775,280225.6437,1324.452744,72.72235779,Minimal Integration,210406527.4,Private,12700061.12,27972.44996,69.50202658,3175
13766,Hydroelectric,934.71241,157331.3401,199693.3403,427.8577773,69.46503789,Isolated Microgrid,402552554.9,Public-Private Partnership,5594056.169,41558.5183,35.27764165,2700
13767,Wave,438.3783061,182808.0187,247872.9546,3841.654588,72.72452463,Partially Integrated,325346050.6,Public-Private Partnership,5001887.521,27596.68005,77.56213259,1650
13768,Wind,383.5362895,10644.99773,423058.3449,991.8105206,95.11251081,Partially Integrated,172513667.0,Government,2325233.376,24408.26681,15.05673757,1734
13769,Biomass,594.6688123,287150.0649,381725.625,6846.341673,52.47763129,Partially Integrated,104601676.6,Government,846324.829,45096.80388,63.23420395,4604
13770,Geothermal,389.9536049,455424.0323,328306.7516,6117.517427,70.23763532,Isolated Microgrid,312814320.6,Government,8938029.737,14526.09686,34.16918177,1269
13771,Solar,972.3879717,499048.9448,278901.71,4852.838639,57.26813166,Partially Integrated,301098533.0,Private,13161985.07,32025.59424,86.11107749,4126
13772,Solar,198.7291047,224367.3553,238715.5251,9778.861645,91.46020741,Fully Integrated,341103876.2,Private,12665013.99,33347.06846,75.53902068,154
13773,Solar,527.9429498,246687.7151,295404.653,8641.310383,85.48854083,Isolated Microgrid,269256907.2,Government,19400685.67,17711.20637,9.90095995,2808
13774,Tidal,645.1267717,177130.0007,427641.4727,1222.738965,81.01597977,Isolated Microgrid,495468413.6,Private,1070788.379,8701.283273,26.72919585,3486
13775,Wave,445.9498173,345159.3672,343799.9393,9003.375329,73.33837679,Partially Integrated,467143901.4,Government,13852096.2,8022.919027,85.00464806,1143
13776,Geothermal,937.3920483,78990.56564,130113.8013,1577.45163,57.56229719,Isolated Microgrid,422435410.3,Government,11562231.93,7494.937703,23.60177134,2892
13777,Solar,450.9569971,260016.2397,134068.4869,5351.2205,51.56890597,Minimal Integration,360369259.9,Public-Private Partnership,12705966.34,36382.84525,80.44455329,2600
13778,Wave,788.9068097,153573.2931,1807.73784,4432.056891,76.05771701,Isolated Microgrid,342007232.9,Government,15357164.44,5461.401169,50.10657273,2283
13779,Hydroelectric,76.25117218,433589.6505,3981.209931,4041.07715,65.8967477,Fully Integrated,349980645.7,Private,15398354.5,44603.10163,87.08768234,2616
13780,Geothermal,766.8425858,52863.23173,373120.9413,7837.795843,64.90686661,Isolated Microgrid,255734832.5,Government,17313573.08,47484.47947,58.27100626,861
13781,Tidal,569.4530643,422718.8071,55253.95658,5246.337983,70.45238784,Fully Integrated,215277837.1,Public-Private Partnership,5317812.467,19599.38879,72.13981486,4059
13782,Solar,590.2188249,312665.2331,315757.7559,7480.38491,90.75304515,Minimal Integration,177796324.3,Government,3028478.154,22448.75716,77.55881149,1768
13783,Wind,452.4671228,9828.990946,147916.9042,5953.508749,80.38601492,Isolated Microgrid,397544316.3,Public-Private Partnership,2557671.484,45611.48935,19.57471353,3727
13784,Hydroelectric,393.5923131,129479.3692,407751.0104,1449.760017,76.93026776,Fully Integrated,382181836.1,Government,472135.3153,19135.5189,18.55547996,2130
13785,Wind,687.5049121,308729.093,328714.9968,2503.699134,87.43647736,Isolated Microgrid,256488637.5,Private,7072444.151,30105.90795,19.62539214,2878
13786,Wave,545.8735479,406050.5582,14385.18286,9850.855778,88.16430114,Minimal Integration,460552673.0,Private,1234222.462,6207.028552,8.154986915,735
13787,Wave,280.1519114,469120.4743,343651.6244,6423.453143,63.59438181,Minimal Integration,359113389.5,Public-Private Partnership,3044199.921,23893.29,47.22947693,581
13788,Hydroelectric,528.1518773,274685.22,192209.3651,353.621797,60.09087549,Minimal Integration,365649873.4,Government,6416491.463,5528.678921,39.49842252,3722
13789,Biomass,795.8275506,406621.131,427842.9992,8704.687344,52.93219216,Minimal Integration,76769994.54,Public-Private Partnership,13717184.24,9163.21662,15.6182714,1020
13790,Geothermal,442.1360313,16108.05305,438795.5292,9956.06037,51.25138203,Partially Integrated,175557139.1,Private,9116561.728,33651.36502,49.24508659,4146
13791,Tidal,381.2540732,282079.4337,133184.6101,6546.152681,88.91583115,Isolated Microgrid,155402521.4,Private,5864091.195,1749.414661,2.916058351,2996
13792,Wind,254.8461477,29056.96866,202745.0816,495.7752776,74.8669784,Fully Integrated,151554379.3,Public-Private Partnership,1403203.383,26904.44194,89.50481312,448
13793,Tidal,96.74948887,169121.5248,175991.2619,7932.338815,96.82226702,Partially Integrated,330538746.5,Private,4597406.364,12596.61121,89.551653,3830
13794,Biomass,33.2362794,278434.956,158345.8891,1296.327147,89.91266647,Partially Integrated,396928300.9,Private,16475507.08,14163.2148,71.78251009,2263
13795,Solar,76.62936873,489463.2019,323541.2155,5603.421107,84.22883637,Isolated Microgrid,109068679.9,Private,2143586.407,28652.98291,63.59242464,4182
13796,Wind,584.6867014,15483.03815,282428.308,1953.183336,83.58590236,Partially Integrated,491119872.3,Public-Private Partnership,19042855.99,41065.17205,91.26798511,3878
13797,Wind,712.9396309,367072.3937,185091.5746,8905.059988,93.02826253,Fully Integrated,368540979.2,Public-Private Partnership,4670674.791,33713.35996,19.23110275,2077
13798,Hydroelectric,494.8730872,106590.1655,19311.35572,3419.053411,75.11980884,Fully Integrated,85338137.53,Public-Private Partnership,12991984.27,45750.82808,97.21103679,3222
13799,Hydroelectric,882.6368342,187634.5547,330063.861,8083.984823,85.38656326,Isolated Microgrid,37332069.01,Government,11986602.15,48912.56709,33.0085187,1427
13800,Wind,20.73573774,93219.64866,320913.8764,2251.081834,87.64534658,Minimal Integration,71156388.62,Government,19485671.43,26491.70574,73.19209644,3051
13801,Wind,514.9011423,212572.9582,48522.13267,3632.212507,72.07616103,Partially Integrated,270277142.4,Public-Private Partnership,7870485.797,22481.67424,44.37217419,511
13802,Biomass,477.822859,227658.4941,288051.5518,3867.062562,89.43677911,Isolated Microgrid,347490483.4,Public-Private Partnership,8808968.473,48380.36024,58.83600839,4389
13803,Wave,564.6515539,232410.8414,287259.8737,3851.696397,74.18994596,Partially Integrated,186275764.2,Government,3047834.852,12990.16318,33.38765477,2434
13804,Tidal,564.7580284,343354.4121,110085.5189,5168.639851,78.4790966,Minimal Integration,313636850.5,Public-Private Partnership,11666334.23,49684.81442,19.09845953,915
13805,Wave,785.0580848,160607.8097,222067.096,2145.609534,70.39940422,Fully Integrated,341378251.6,Public-Private Partnership,7071473.512,38554.52696,35.4744819,611
13806,Wave,443.8989248,495613.246,279280.451,1038.842753,69.70771693,Minimal Integration,292822223.2,Public-Private Partnership,4160249.137,19416.09186,53.5210513,3755
13807,Tidal,605.1420044,106716.4087,76126.07708,9288.393098,90.52952884,Fully Integrated,391085943.0,Private,1490427.342,42122.39849,66.04310618,4041
13808,Wave,769.2467992,455169.2989,419942.091,8842.192768,87.79790133,Minimal Integration,496008209.0,Government,18485345.8,31871.92788,90.50686333,2085
13809,Wind,581.0827704,499177.7708,290451.4594,2336.982344,88.46877251,Minimal Integration,31936561.22,Public-Private Partnership,3110941.291,20572.35545,75.17309077,1757
13810,Geothermal,927.1523828,455133.6596,50962.62236,160.8253507,66.58535733,Minimal Integration,6997648.897,Public-Private Partnership,10618963.24,17532.80897,74.57487206,4887
13811,Hydroelectric,194.3005215,366681.483,144088.1134,8564.993706,77.6788834,Isolated Microgrid,267160739.8,Private,11687347.55,12711.18496,22.01523675,3283
13812,Biomass,18.26310779,225027.4319,398956.4436,5363.34806,90.1431271,Partially Integrated,109376516.7,Private,16981808.39,33089.51196,76.39413675,4272
13813,Wind,255.9242044,295240.1179,384527.5035,8959.87794,87.17975558,Isolated Microgrid,83130932.62,Private,13094116.33,26993.0031,8.224265021,1262
13814,Hydroelectric,352.3890287,54008.1059,19099.17823,4451.927584,66.03007641,Partially Integrated,192055463.1,Government,1032626.067,16770.38998,91.67882153,3578
13815,Tidal,297.9510303,306259.5566,405075.5991,9130.349628,90.50690259,Partially Integrated,220726544.5,Government,2896449.639,8040.110222,23.94315104,4940
13816,Wave,872.379981,210634.3339,20674.40556,7428.06637,60.6606929,Partially Integrated,472543829.2,Private,6006442.567,38983.15011,11.36141863,1070
13817,Solar,359.9345466,23509.89584,144323.919,240.2858604,95.96568481,Minimal Integration,254987334.0,Public-Private Partnership,6646873.621,42677.83669,99.98049427,4753
13818,Solar,125.5727582,41171.27136,301183.4915,1858.839549,64.14912467,Minimal Integration,365775771.5,Public-Private Partnership,434740.8915,32097.39246,48.2112618,460
13819,Solar,990.4008743,413672.8713,87853.6176,6658.67442,52.66502636,Partially Integrated,259128079.0,Private,3849212.972,21867.18748,77.58961496,3911
13820,Wind,155.9908381,464279.1336,65757.96376,9705.782182,95.61101195,Fully Integrated,28807068.56,Private,8437879.588,727.06035,63.21593756,4356
13821,Biomass,413.0327262,111929.0633,236324.1324,6728.864702,97.74918949,Isolated Microgrid,352045797.4,Government,6538746.919,24533.21814,67.96360012,496
13822,Wind,507.6242412,51776.60941,23735.63146,8566.283006,89.68483098,Minimal Integration,203581550.3,Government,13216209.98,30713.79376,22.90923254,4604
13823,Tidal,811.8569812,192820.1151,159375.282,9685.776433,73.53826808,Partially Integrated,277986234.9,Government,11439906.95,32053.03278,48.66322807,868
13824,Geothermal,658.1173258,216419.7091,161292.9513,9776.794492,64.0868651,Partially Integrated,107524186.8,Public-Private Partnership,4433821.264,9580.022734,77.66564034,3604
13825,Hydroelectric,75.47236609,409579.09,394461.038,292.4890863,91.63321905,Minimal Integration,10771457.18,Private,19185653.15,32492.01111,76.13622493,541
13826,Wind,824.5024584,124769.8436,184448.5239,8789.055038,77.09589037,Fully Integrated,346049545.3,Public-Private Partnership,13779337.95,47947.78112,26.3643007,4657
13827,Solar,432.8024753,499990.5844,324972.6112,2270.253701,79.78575165,Isolated Microgrid,23724244.83,Public-Private Partnership,1314534.213,44333.71729,54.35452119,718
13828,Solar,108.1601025,319894.6794,211648.1639,9167.059285,84.51069112,Minimal Integration,280533305.8,Public-Private Partnership,18280792.43,6756.072469,61.40759154,3989
13829,Wave,871.745882,197982.1913,390335.9102,4320.758372,85.58725652,Fully Integrated,214165422.2,Private,3718343.7,27810.79058,41.81957847,2020
13830,Biomass,523.3471757,106145.6479,216978.2148,8509.063075,71.31811783,Fully Integrated,417822456.0,Private,11517853.18,10268.1653,36.1650016,391
13831,Solar,333.1529358,454061.0099,129037.4492,7533.603776,89.70198526,Minimal Integration,305303468.6,Public-Private Partnership,13362348.18,28851.5414,13.51553673,1998
13832,Geothermal,478.9162744,403750.4126,210008.5103,7673.927981,57.4739751,Minimal Integration,362741459.7,Public-Private Partnership,18591972.4,31220.94964,70.00447205,202
13833,Tidal,944.4904936,493433.644,237773.8153,8841.36919,91.90074643,Minimal Integration,267950761.3,Government,3210827.765,19352.37524,74.41618054,4678
13834,Wind,336.8445169,415489.3673,146543.7983,6252.239427,54.14178519,Isolated Microgrid,145261112.9,Government,15278396.96,48442.71466,31.80603668,3709
13835,Geothermal,809.55853,123660.7011,206283.9724,1457.433144,76.55060941,Fully Integrated,354568003.1,Public-Private Partnership,5199477.444,11344.94047,72.06551945,4404
13836,Geothermal,802.3938636,322463.7383,57643.21352,2573.282588,95.36803372,Isolated Microgrid,291015148.6,Government,12726192.01,17258.47565,54.01123921,397
